"segment","section","dashboard_name","match_status","score","picked","entity","scenario","view","account","flow","origin","cons","ud1","ud2","ud3","ud4","ud5","ud6","ud7","ud8","candidate_count"
"fhs-usc","kpi","Segment AOI","MATCHED","100","Brand Entity in Corp UD3 - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Actual","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","368"
"fhs-usc","kpi","AOIG","CALCULATED","0","(derived: AOIG)","","","","","","","","","","","","","","","","0"
"fhs-usc","kpiDetails","SST","MATCHED","120","rollup(FHS USC)","RestaurantBrandsIntlMNGT","Forecast_02_10","YTD","ReportedSystemCompTrafficCY","Top","Top","Aggregated","Top","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","36"
"fhs-usc","kpiDetails","SSS","MATCHED","120","rollup(FHS USC)","RestaurantBrandsIntlMNGT","Forecast_02_10","YTD","ReportedSystemCompSalesCY","Top","Top","Aggregated","Top","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","36"
"fhs-usc","kpiDetails","NRG","MATCHED","120","rollup(FHS USC)","RestaurantBrandsIntlMNGT","Forecast_02_10","YTD","SystemNRG","Top","Top","Aggregated","Top","Top","FHS USC","FPA_Reporting","Top","StoreTypes_Reporting","Top","Top","36"
"fhs-usc","kpiDetails","Unit %","CALCULATED","0","(derived: Unit %)","","","","","","","","","","","","","","","","0"
"fhs-usc","kpiDetails","SWSG","CALCULATED","0","(derived: SWSG)","","","","","","","","","","","","","","","","0"
"fhs-usc","kpiDetails","Segment AOI","MATCHED","100","Brand Entity in Corp UD3 - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Actual","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","368"
"fhs-usc","kpiDetails","AOIG","CALCULATED","0","(derived: AOIG)","","","","","","","","","","","","","","","","0"
"fhs-usc","flowthrough","FZ Sales","MATCHED","134","FZ Sales - TotalFzAndOASales - Franchise_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","TotalFzAndOASales","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","96"
"fhs-usc","flowthrough","Royalty Rate %","MATCHED","64","FHS USC - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","80"
"fhs-usc","flowthrough","Royalties","MATCHED","134","Royalties - RoyaltiesNet - Franchise_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","RoyaltiesNet","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","96"
"fhs-usc","flowthrough","FZ & Other Fees","MATCHED","64","FHS USC - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","80"
"fhs-usc","flowthrough","FZ Bad Debt","MATCHED","134","FZ Bad Debt - BadDebt_FPA - Franchise_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","BadDebt_FPA","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","96"
"fhs-usc","flowthrough","Property","MATCHED","74","Property AOI - AOI - Property_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","AOI","Top","Top","Aggregated","Property_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","96"
"fhs-usc","flowthrough","Ad Fund","MATCHED","74","Ad Fund AOI - AOI - LOB_MAA_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","AOI","Top","Top","Aggregated","LOB_MAA_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","96"
"fhs-usc","flowthrough","Company","MATCHED","74","Company Ad AOI - AOI - LOB_Company_Advertising","RestaurantBrandsIntlMNGT","Actual","YTD","AOI","Top","Top","Aggregated","LOB_Company_Advertising","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","128"
"fhs-usc","flowthrough","SC","MATCHED","64","FHS USC - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","80"
"fhs-usc","flowthrough","Tech Fund","MATCHED","64","FHS USC - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","80"
"fhs-usc","flowthrough","MIS Fees","MATCHED","64","FHS USC - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","80"
"fhs-usc","flowthrough","Segment G&A","MATCHED","64","FHS USC - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","80"
"fhs-usc","flowthrough","Other Corp","MATCHED","64","FHS USC - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","80"
"fhs-usc","flowthrough","Total Flowthrough","MATCHED","64","FHS USC - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","80"
"fhs-usc","flowthrough","AOI Growth","MATCHED","64","FHS USC - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","80"
"fhs-usc","flowthrough","Check","MATCHED","64","FHS USC - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","80"
"fhs-usc","pnl","FZ Sales","MATCHED","154","FZ Sales - TotalFzAndOASales - Franchise_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","TotalFzAndOASales","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Royalty Rate %","MATCHED","84","FHS USC - 635095 - Franchise_FPA","RestaurantBrandsIntlMNGT","Act_PY_Planrate","Periodic","635095","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Royalties","MATCHED","154","Royalties - RoyaltiesNet - Franchise_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","RoyaltiesNet","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","FZ & Successor Fees","MATCHED","84","FHS USC - 635095 - Franchise_FPA","RestaurantBrandsIntlMNGT","Act_PY_Planrate","Periodic","635095","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Amortized Fees","MATCHED","154","Amortized Fees - Amortized Fees_FPA - Franchise_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","Amortized Fees_FPA","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Unamortized Fees","MATCHED","154","Unamortized Fees - Unamortized Fees_FPA - Franchise_FPA","RestaurantBrandsIntlMNGT","Actual","YTD","Unamortized Fees_FPA","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Total Franchise Revenue","MATCHED","84","FHS USC - 635095 - Franchise_FPA","RestaurantBrandsIntlMNGT","Act_PY_Planrate","Periodic","635095","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","FZ Bad Debt","MATCHED","154","FZ Bad Debt - BadDebt_FPA - Franchise_FPA","RestaurantBrandsIntlMNGT","Actual","YTD","BadDebt_FPA","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Other FZ Expense","MATCHED","154","Other FZ Expense - Other_Expenses_FPA - Franchise_FPA","RestaurantBrandsIntlMNGT","Fcst_0210_Planrate","Periodic","Other_Expenses_FPA","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Franchise AOI","MATCHED","154","Franchise AOI - AOI - Franchise_FPA","RestaurantBrandsIntlMNGT","Forecast_02_10","Periodic","AOI","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Property AOI","MATCHED","154","Property AOI - AOI - Property_FPA","RestaurantBrandsIntlMNGT","Forecast_02_10","Periodic","AOI","Top","Top","Aggregated","Property_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Ad Fund AOI","MATCHED","154","Ad Fund AOI - AOI - LOB_MAA_FPA","RestaurantBrandsIntlMNGT","Act_Planrate","YTD","AOI","Top","Top","Aggregated","LOB_MAA_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Company AOI","MATCHED","154","Company AOI - AOI - Company","RestaurantBrandsIntlMNGT","Actual","YTD","AOI","Top","Top","Aggregated","Company","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Supply Chain","MATCHED","94","Supply Chain AOI - AOI - LOB_SupplyChain","RestaurantBrandsIntlMNGT","Act_Planrate","Periodic","AOI","Top","Top","Aggregated","LOB_SupplyChain","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Tech Fund","MATCHED","84","FHS USC - 635095 - Franchise_FPA","RestaurantBrandsIntlMNGT","Act_PY_Planrate","Periodic","635095","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","MIS Fees","MATCHED","84","FHS USC - 635095 - Franchise_FPA","RestaurantBrandsIntlMNGT","Act_PY_Planrate","Periodic","635095","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Segment G&A","MATCHED","84","FHS USC - 635095 - Franchise_FPA","RestaurantBrandsIntlMNGT","Act_PY_Planrate","Periodic","635095","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Other Corp","MATCHED","84","FHS USC - 635095 - Franchise_FPA","RestaurantBrandsIntlMNGT","Act_PY_Planrate","Periodic","635095","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","Total AOI","MATCHED","84","FHS USC - 635095 - Franchise_FPA","RestaurantBrandsIntlMNGT","Act_PY_Planrate","Periodic","635095","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"fhs-usc","pnl","check","MATCHED","84","FHS USC - 635095 - Franchise_FPA","RestaurantBrandsIntlMNGT","Act_PY_Planrate","Periodic","635095","Top","Top","Aggregated","Franchise_FPA","Top","FHS USC","FPA_Reporting","Top","Top","Top","Top","464"
"rbi-intl","kpi","SST","MATCHED","120","RBI INTL - ReportedSystemCompTrafficCY","RestaurantBrandsIntlMNGT","Forecast_02_10","YTD","ReportedSystemCompTrafficCY","Top","Top","Aggregated","Top","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","12"
"rbi-intl","kpi","SSS","MATCHED","120","RBI INTL - ReportedSystemCompSalesCY","RestaurantBrandsIntlMNGT","Forecast_02_10","YTD","ReportedSystemCompSalesCY","Top","Top","Aggregated","Top","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","12"
"rbi-intl","kpi","NRG","MATCHED","120","RBI INTL - SystemNRG","RestaurantBrandsIntlMNGT","Forecast_02_10","YTD","SystemNRG","Top","Top","Aggregated","Top","Top","RBI_International","FPA_Reporting","Top","StoreTypes_Reporting","Top","Top","12"
"rbi-intl","kpi","Unit %","CALCULATED","0","(derived: Unit %)","","","","","","","","","","","","","","","","0"
"rbi-intl","kpi","SWSG","CALCULATED","0","(derived: SWSG)","","","","","","","","","","","","","","","","0"
"rbi-intl","kpi","Segment AOI","MATCHED","100","Brand Entity in Corp UD3 - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Actual","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","368"
"rbi-intl","kpi","AOIG","CALCULATED","0","(derived: AOIG)","","","","","","","","","","","","","","","","0"
"rbi-intl","kpiDetails","SST","MATCHED","120","RBI INTL - ReportedSystemCompTrafficCY","RestaurantBrandsIntlMNGT","Forecast_02_10","YTD","ReportedSystemCompTrafficCY","Top","Top","Aggregated","Top","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","12"
"rbi-intl","kpiDetails","SSS","MATCHED","120","RBI INTL - ReportedSystemCompSalesCY","RestaurantBrandsIntlMNGT","Forecast_02_10","YTD","ReportedSystemCompSalesCY","Top","Top","Aggregated","Top","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","12"
"rbi-intl","kpiDetails","NRG","MATCHED","120","RBI INTL - SystemNRG","RestaurantBrandsIntlMNGT","Forecast_02_10","YTD","SystemNRG","Top","Top","Aggregated","Top","Top","RBI_International","FPA_Reporting","Top","StoreTypes_Reporting","Top","Top","12"
"rbi-intl","kpiDetails","Unit %","CALCULATED","0","(derived: Unit %)","","","","","","","","","","","","","","","","0"
"rbi-intl","kpiDetails","SWSG","CALCULATED","0","(derived: SWSG)","","","","","","","","","","","","","","","","0"
"rbi-intl","kpiDetails","Segment AOI","MATCHED","100","Brand Entity in Corp UD3 - AOI - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Actual","Periodic","AOI","Top","Top","Aggregated","CorporateLOB_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","368"
"rbi-intl","kpiDetails","AOIG","CALCULATED","0","(derived: AOIG)","","","","","","","","","","","","","","","","0"
"rbi-intl","flowthrough","FZ Sales","MATCHED","134","FZ Sales - TotalFzAndOASales - Franchise_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","TotalFzAndOASales","Top","Top","Aggregated","Franchise_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","64"
"rbi-intl","flowthrough","Royalty Rate %","MATCHED","64","RBI_International - Out_of_Scope - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","Out_of_Scope","Top","Top","Aggregated","CorporateLOB_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","48"
"rbi-intl","flowthrough","Royalties","MATCHED","134","Royalties - RoyaltiesNet - Franchise_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","RoyaltiesNet","Top","Top","Aggregated","Franchise_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","64"
"rbi-intl","flowthrough","FZ & Other Fees","MATCHED","64","RBI_International - Out_of_Scope - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","Out_of_Scope","Top","Top","Aggregated","CorporateLOB_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","48"
"rbi-intl","flowthrough","FZ Bad Debt","MATCHED","134","FZ Bad Debt - BadDebt_FPA - Franchise_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","BadDebt_FPA","Top","Top","Aggregated","Franchise_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","64"
"rbi-intl","flowthrough","Property","MATCHED","74","Property AOI - AOI - Property_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","AOI","Top","Top","Aggregated","Property_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","64"
"rbi-intl","flowthrough","Ad Fund","MATCHED","74","Ad Fund AOI - AOI - LOB_MAA_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","AOI","Top","Top","Aggregated","LOB_MAA_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","64"
"rbi-intl","flowthrough","Company","MATCHED","74","Company Ad AOI - AOI - LOB_Company_Advertising","RestaurantBrandsIntlMNGT","Budget","YTD","AOI","Top","Top","Aggregated","LOB_Company_Advertising","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","96"
"rbi-intl","flowthrough","Tech Fund","MATCHED","64","RBI_International - Out_of_Scope - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","Out_of_Scope","Top","Top","Aggregated","CorporateLOB_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","48"
"rbi-intl","flowthrough","Segment G&A","MATCHED","64","RBI_International - Out_of_Scope - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","Out_of_Scope","Top","Top","Aggregated","CorporateLOB_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","48"
"rbi-intl","flowthrough","Other Corp","MATCHED","64","RBI_International - Out_of_Scope - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","Out_of_Scope","Top","Top","Aggregated","CorporateLOB_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","48"
"rbi-intl","flowthrough","Total Flowthrough","MATCHED","64","RBI_International - Out_of_Scope - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","Out_of_Scope","Top","Top","Aggregated","CorporateLOB_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","48"
"rbi-intl","flowthrough","AOI Growth","MATCHED","64","RBI_International - Out_of_Scope - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","Out_of_Scope","Top","Top","Aggregated","CorporateLOB_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","48"
"rbi-intl","flowthrough","Check","MATCHED","64","RBI_International - Out_of_Scope - CorporateLOB_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","Out_of_Scope","Top","Top","Aggregated","CorporateLOB_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","48"
"rbi-intl","pnl","FZ Sales","MATCHED","154","FZ Sales - TotalFzAndOASales - Franchise_FPA","RestaurantBrandsIntlMNGT","Forecast_02_10","Periodic","TotalFzAndOASales","Top","Top","Aggregated","Franchise_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","416"
"rbi-intl","pnl","Royalty Rate %","MATCHED","59","Total Sales - TotalSales","RestaurantBrandsIntlMNGT","Act_PY_Planrate","Periodic","TotalSales","Top","Top","Aggregated","Top","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","416"
"rbi-intl","pnl","Royalties","MATCHED","154","Royalties - RoyaltiesNet - Franchise_FPA","RestaurantBrandsIntlMNGT","Budget","YTD","RoyaltiesNet","Top","Top","Aggregated","Franchise_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","416"
"rbi-intl","pnl","FZ & Successor Fees","MATCHED","59","Total Sales - TotalSales","RestaurantBrandsIntlMNGT","Act_PY_Planrate","Periodic","TotalSales","Top","Top","Aggregated","Top","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","416"
"rbi-intl","pnl","Amortized Fees","MATCHED","154","Amortized Fees - Amortized Fees_FPA - Franchise_FPA","RestaurantBrandsIntlMNGT","Forecast_02_10","Periodic","Amortized Fees_FPA","Top","Top","Aggregated","Franchise_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","416"
"rbi-intl","pnl","Unamortized Fees","MATCHED","154","Unamortized Fees - Unamortized Fees_FPA - Franchise_FPA","RestaurantBrandsIntlMNGT","Act_PY1_Actrate","Periodic","Unamortized Fees_FPA","Top","Top","Aggregated","Franchise_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","416"
"rbi-intl","pnl","Total Franchise Revenue","MATCHED","59","Total Sales - TotalSales","RestaurantBrandsIntlMNGT","Act_PY_Planrate","Periodic","TotalSales","Top","Top","Aggregated","Top","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","416"
"rbi-intl","pnl","FZ Bad Debt","MATCHED","154","FZ Bad Debt - BadDebt_FPA - Franchise_FPA","RestaurantBrandsIntlMNGT","Actual","YTD","BadDebt_FPA","Top","Top","Aggregated","Franchise_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","416"
"rbi-intl","pnl","Other FZ Expense","MATCHED","154","Other FZ Expense - Other_Expenses_FPA - Franchise_FPA","RestaurantBrandsIntlMNGT","Actual","YTD","Other_Expenses_FPA","Top","Top","Aggregated","Franchise_FPA","Top","RBI_International","FPA_Reporting","Top","Top","Top","Top","416"
